url,org,candid_camp,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.cnn.com/2016/02/04/politics/lindsey-graham-barack-obama-ted-cruz-foreign-policy/index.html,cnn,Cruz,1,22.0,-0.318181812763,270,2,3,0.00740740740741,0.0111111111111,0.0185185185185,0.0037037037037
http://www.politico.com/story/2016/01/donald-trump-russian-veterans-ad-218132,politico,Cruz,10,77.0,0.0129870129749,1347,10,10,0.00742390497402,0.00742390497402,0.014847809948,0.0
http://www.cnn.com/2016/01/27/politics/donald-trump-veterans-fox-news-debate/index.html,cnn,Cruz,10,148.0,-0.0135135138407,212,1,1,0.00471698113208,0.00471698113208,0.00943396226415,0.0
http://www.politico.com/story/2016/01/donald-trump-megyn-kelly-fox-news-debate-218250,politico,Cruz,3,48.0,0.0833333358169,1604,10,12,0.00623441396509,0.0074812967581,0.0137157107232,0.00124688279302
http://www.politico.com/story/2016/01/ted-cruz-birther-debate-217469,politico,Cruz,4,29.0,0.0344827584922,2533,19,21,0.00750098697197,0.00829056454797,0.0157915515199,0.000789577575997
http://www.cnn.com/2016/02/06/politics/donald-trump-new-hampshire-drug-epidemic/index.html,cnn,Cruz,1,33.0,-0.0303030312061,309,3,3,0.00970873786408,0.00970873786408,0.0194174757282,0.0
http://www.politico.com/story/2016/01/noam-chomsky-supports-hillary-clinton-218192,politico,Cruz,3,106.0,0.113207548857,1421,10,9,0.00703729767769,0.00633356790992,0.0133708655876,-0.000703729767769
http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/03/ted-cruz-donald-trump-is-the-system-220617,politico,Cruz,1,12.0,0.0,1189,12,7,0.0100925147183,0.00588730025231,0.0159798149706,-0.00420521446594
http://www.politico.com/story/2016/01/kevin-brady-donald-trump-217593,politico,Cruz,2,13.0,0.230769231915,1486,7,19,0.00471063257066,0.0127860026918,0.0174966352624,0.00807537012113
http://www.politico.com/story/2016/01/fox-megyn-kelly-trump-gop-debate-218329,politico,Cruz,1,11.0,0.0,1978,14,19,0.00707785642063,0.00960566228514,0.0166835187058,0.00252780586451
